numero_base,classe,descricao,referencias_correlacionadas
230020,23,Fios de matérias plásticas para uso têxtil,010605;010610;040080;130053;160195;170038;170047;170095;170096;170102;170102;170105;200003;200236;200328;210283;220037;220087;220092;240081
230031,23,Passamanaria [fio],060132;080258;210320;220055;260037;260068;260068
230032,23,Fios de metal para bordados,060108;060184;060230;060242;060286;060383;060487;060487;090258;090505;090572;140040;160047;240015;260028;260028;260093;260094
240001,24,Tecidos adesivos para aplicação a quente,010722;050003;050483;070514;070595;100115;220002;300253;400005;400014;400037
240002,24,Tecidos impermeáveis a gases para balões aeronáuticos,010026;010403;050314;070386;090075;120030;220002;280012;400014;400037
240003,24,Tecidos imitação de peles de animais,150059;180002;180032;180067;220002;370048;400014;400037
240004,24,Tecidos para mobiliário [estofamento],200041;200057;200094;200137;200192;200196;200198;200254;200351;200385;220002;220044;220061;220062;370001;370017;370060;370067;370163;370166;400014;400037;400058
240005,24,"Roupa de banho, exceto vestuário",030028;030150;030285;060202;060308;110038;190203;200059;200129;200329;200374;210123;210126;210313;220118;250002;250004;250005;250020;250027;250045;250057;250059;250065;250067;250077;250084;250089;250092;250096;250115;250122;250123;250125;250125;250126;250126;250127;250149;250158;260018;260045;260064;260073;260077;370056;400085
240006,24,Estandartes de tecido ou plástico,030161;190278;200307
240007,24,Panos para bilhar,180141;210077;210282;210303;210378;210486;280013;280019;280020;280021;280121;280122;280123
240008,24,Tecidos *,010286;030193;050450;060184;070480;160150;170056;170079;210127;220002;390141;400008;400014;400021;400036;400037;400058;400060;400069;400120
240009,24,Malha para peneiras,070082;070187;210097;210396;220106;250071;280106
240012,24,Materiais têxteis,010363;050110;050400;160159;160196;170023;170040;170109;190107;220010;220076;260081;260111;270022;400005;400037;400050;400052;400057;400058;400059;400109;420058;420109
240013,24,Panos *,030211;180141;210077;210282;210303;210378;210417;210486
240015,24,Lonas [telas] para tapeçaria ou para bordados,060428;090211;090261;100083;120114;160047;160199;160216;170080;220110;230032;260028;260028;260093;260094
240016,24,Tela de treliça,010212;010434;030160;060256;160063;160238;190177;220001;270015
240017,24,Tecidos de cânhamo,030193;160150;170056;170079;220002;220013;220015;230005;300305;310177;400008;400014;400021;400036;400037;400058;400060;400069;400120
240018,24,Panos de cânhamo,180141;210077;210282;210303;210378;210486;220013;220015;230005;300305;310177
240019,24,"Forros de chapéus, feitos de matéria têxtil",140176;200282;220069;220111;250100;270013
240020,24,Forros de tecido para calçados,010170;030228;040026;100051;250001;250003;250016;250068;250110;250116;250118;250129;400016
240021,24,Tecido para calçados,010170;030160;030161;030228;040026;070352;100040;100051;140119;160177;200177;250001;250003;250016;250048;250110;250116;250118;250129;400016
240022,24,"Caminhos de mesa, exceto de papel",010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;160006;160062;160130;160140;160156;160182;160190;160191;160200;160210;160233;160254;160296;160339;160372;160373;160376;160395;210324;250128;280156;430186
240023,24,Cheviotes [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240025,24,Oleados [toalhas de mesa],160186;160200;210324;210481;280156
240027,24,Feltro *,170044;170045;190090;250173
240028,24,Tecidos de algodão,030193;030259;050031;050034;050072;050099;050176;130030;160150;170032;170056;170079;210268;220002;220025;220026;220090;220101;230002;230008;400008;400014;400021;400036;400037;400058;400060;400069;400120
240029,24,Cobertas de cama,200026;200077;200195;280209;290035;200026;200077;200195;200314;220057;280209;310183
240029,24,Colchas,200026;200077;200195;280209;290035;200026;200077;200195;200314;220057;280209;310183
240029,24,Colchas de cama,200026;200077;200195;280209;290035;200026;200077;200195;200314;220057;280209;310183
240030,24,Protetores de colchões,050315;050391;060028;090667;090753;100004;100124;100163;100259;100318;200079;200159;200202;200327;200357;210446;250185;280284
240031,24,Cotim [tecido leve de linho ou algodão],030161;030259;050031;050034;050072;050176;050392;130030;220025;220026;220056;220101;230002;230008;230013
240032,24,Cobertas de cama de papel,010036;010103;010245;010416;010417;010418;010419;010432;050237;050286;160006;160062;160130;160140;160156;160182;160190;160191;160210;160233;160339;160372;160376;160395;200026;200077;250128;280209;290035
240033,24,"Toalhas de mesa, exceto de papel",160186;160200;160296;160307;160373;210481
240034,24,Mantas de viagem,180078;180085;180111;180144;180151;360020;390056;390119
240035,24,Crepe [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240036,24,Crepom [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240037,24,Damasco [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240038,24,Tecidos para lingerie,030193;160150;170056;170079;220002;250025;260146;400014;400021;400037;400058;400069
240039,24,Forros [têxteis],190107;190150;220076;250068;260111;400005;400037;400057;400058;400059;420109
240040,24,Lençóis [têxteis],100013;100014;100172;100207;190107;220010;220076;260111;400005;400037;400057;400058;400059;420109
240041,24,Sudário [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240042,24,Bandeiras de tecido ou plástico,160286
240043,24,Estamenha de tecido ou plástico,030161;190278;200307
240046,24,Tecidos fiados elásticos,100243;160275;210127;220002;230010;400014;400037
240047,24,Pateras em tecido para cortinas,030160;030161;070331;160177;170003;200011;200121;200167;200171;200175;200176;200177;200177;200255;260120;030161;090655;100266;100343;140033;160353;170003;200011;200121;200171;200175;200176;200177;200177;200255;260040;260119;260120
240047,24,Prendedores em tecido para cortinas,030160;030161;070331;160177;170003;200011;200121;200167;200171;200175;200176;200177;200177;200255;260120;030161;090655;100266;100343;140033;160353;170003;200011;200121;200171;200175;200176;200177;200177;200255;260040;260119;260120
240048,24,Tecido para vidro [toalha],030161;060358;090371;160306;190192;190255;190274;210009;210033;210119;210230;210243;210335;210476;400062
240049,24,Tecidos desenhados para bordado,030193;160150;170056;170079;220002;230003;250184;260057;400014;400021;400036;400037;400058;400060;400069
240050,24,Flanela [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240052,24,Tecido de lã frisado,030160;030161;070604;160177;170032;170061;170062;170063;200177;210005;210152;210163;220033;220041;220050;220051;220052;220072;220073;230004;230012;230012;260067;400039;420214
240053,24,Panos para queijo,070585;080248;180141;210077;210282;210303;210378;210486;290228;290252;290253
240055,24,Luvas para banho,030175;030285;050302;060308;090275;090819;100043;100092;110038;110334;190203;200329;200337;200374;210123;210290;210294;210321;210360;210403;210418;250004;250005;250067;250099;250125;250125;250126;250126;250127;250158;250167;250187;250196;250197;250205;250210;280032;280072;280132;280141;280153;400085
240056,24,Gaze [tecido],030160;030161;050155;100303;160177;200177
240057,24,"Panos gomados, exceto para fins de papelaria",160042;160072;160074;160108;160108;160127;160161;160262;160284;160389;180141;210077;210282;210303;210378;210486
240058,24,Tecido grosseiro,030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240059,24,Capas [soltas] para móveis,070583;090710;090740;090757;090762;120132;120260;120264;120298;160108;160159;160392;180026;180041;180054;180116;200020;200037;200044;200115;200129;200132;200148;200170;200172;200184;200200;200252;200270;200276;200284;200306;200345;200346;210093;210125;210442;220075;250177;370067;390047;430210;430211
240060,24,Tecidos de seda para estampagem,030193;160150;160408;170056;170079;200025;220002;220008;220016;220016;220040;230007;230016;290151;310090;310119;400008;400014;400021;400036;400037;400058;400060;400069;400120
240061,24,Chita [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240062,24,Jérsei [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240063,24,Tecidos de juta,030193;160150;170056;170079;220002;220046;230011;400014;400021;400037;400058;400069
240064,24,Tecidos de lã,030193;070604;160150;170032;170056;170061;170062;170079;210005;210163;220002;220033;220041;220050;220051;220052;220072;220073;230004;230012;230012;260067;400008;400014;400021;400036;400037;400039;400058;400060;400069;400120;420214
240067,24,Tecidos de linho,030193;160150;170056;170079;220002;220056;230013;400014;400021;400036;400037;400058;400060;400069;400120
240068,24,Roupa de cama,030028;200026;200077;200314;210126;210313;220118;280209
240069,24,Tecido adamascado de linho,030160;030161;160177;200177;220056;230013
240070,24,"Toalhas de mesa e guardanapos, exceto de papel",160186;160200;160295;210210;210481
240071,24,"Roupa de cama, mesa e banho",200026;200077;200314;210126;210313;250004;250005;250125;250125;250127;280209;430186
240072,24,Toalhas têxteis,010363;160200;160307;190107;200084;220010;220076;260081;260111;270022;400005;400037;400057;400058;400059;420109
240073,24,Marabu [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240074,24,Capas para colchões,090710;090740;090762;100004;100163;100259;120132;120260;120264;120298;160108;160392;180026;180054;180116;200079;200159;200202;200252;200327;210442;220075;250177
240075,24,Capas de plástico para móveis,070583;090710;090740;090762;120264;120298;160108;160285;160406;180026;180054;180116;190278;200020;200037;200044;200132;200170;200173;200184;200305;200307;210125;220075;250177;370067;390047;430210
240076,24,Guardanapos de mesa têxteis,160186;160295;210200;210210;210324;220076;280156;400037;400058;400059;430186
240077,24,Molesquim [tecido],030160;030161;050392;160177;180063;200177
240078,24,Lenços de bolso têxteis,090636;090644;110280;180069;210348;210442;210486;220076;250069;250161;250191;400037;400058;400059;410269
240079,24,Mosquiteiros,120277;190239
240080,24,Fronhas de travesseiros,100101;100161;200157;200158;200195;200332;200374;200377;200382
240081,24,Matérias plásticas [substitutas de tecidos],010605;010610;130053;160195;170047;200003;200236;220002;230020;400014;400037
240082,24,Reposteiros [cortinados de porta],030229;060121;060329;060498;070227;070286;070428;080066;080066;080186;080218;080247;090566;090711;120029;120123;120161;120323;120344;130074;140166;160112;160114;160299;160301;160333;160340;180021;180113;180125;180126;180131;180150;200053;200135;200270;200273;200286;200296;200363;210037;210064;210122;210210;210310;210335;210352;260152;340031;390081
240083,24,Tecidos de rami,010286;030193;050450;060184;070480;160150;170056;170079;210127;220002;390141;400008;400014;400021;400036;400037;400058;400060;400069;400120
240085,24,Cortinas de matérias têxteis ou plásticas,010605;130053;160195;170025;170047;200003;200236;220058;400037
240087,24,Toalhas de rosto de matérias têxteis,030102;130053;160307;170025;220058;400037
240088,24,Seda [tecidos],030193;160150;160408;170056;170079;200025;220002;220008;220016;220016;220040;230007;230016;290151;310090;310119;400008;400014;400021;400036;400037;400058;400060;400069;400120
240090,24,Esparto [tecidos],010286;030193;050450;060184;070480;160150;170056;170079;210127;220002;390141;400008;400014;400021;400036;400037;400058;400060;400069;400120
240091,24,Tafetá [tecidos],010286;030193;050450;060184;070480;160150;170056;170079;210127;220002;390141;400008;400014;400021;400036;400037;400058;400060;400069;400120
240092,24,Toalhas têxteis,010363;160200;160307;190107;200084;220010;220076;260081;260111;270022;400005;400037;400057;400058;400059;420109
240093,24,Cortinas de tecidos transparentes,030193;070331;160150;170003;170056;170079;200011;200121;200167;200171;200175;200176;200177;200177;200255;220002;260120;400008;400014;400021;400036;400037;400058;400060;400069;400120
240094,24,Zefir [tecido],030160;030161;030272;050392;160177;200177;200177;220001;220116;270018;440221
240096,24,Descansos em tecido para copos ou garrafas,160283;210045;210047;210258;210431
240097,24,Jogos americanos de tecidos,160354;210371;210372;220002;280078;280079;280128;280287;400014;400037
240100,24,Lençóis [liner] para sacos de dormir,100013;100207;210315;210315;220043;220104;220107;220117;250163;280047;280184
